Name,Surah,Ayat,Arabic
The Cow,2,86,أُولَـٰئِكَ ٱلَّذِينَ ٱشْتَرَوُاْ ٱلْحَيَاةَ ٱلدُّنْيَا بِٱلآخِرَةِ فَلاَ يُخَفَّفُ عَنْهُمُ ٱلْعَذَابُ وَلاَ هُمْ يُنصَرُونَ
The Cow,2,87,وَلَقَدْ آتَيْنَا مُوسَىٰ ٱلْكِتَابَ وَقَفَّيْنَا مِن بَعْدِهِ بِٱلرُّسُلِ وَآتَيْنَا عِيسَى ٱبْنَ مَرْيَمَ ٱلْبَيِّنَاتِ وَأَيَّدْنَاهُ بِرُوحِ ٱلْقُدُسِ أَفَكُلَّمَا جَآءَكُمْ رَسُولٌ بِمَا لاَ تَهْوَىٰ أَنْفُسُكُمْ ٱسْتَكْبَرْتُمْ فَفَرِيقاً كَذَّبْتُمْ وَفَرِيقاً تَقْتُلُونَ
The Cow,2,88,وَقَالُواْ قُلُوبُنَا غُلْفٌ بَل لَّعَنَهُمُ ٱللَّهُ بِكُفْرِهِمْ فَقَلِيلاً مَّا يُؤْمِنُونَ
The Cow,2,89,وَلَمَّا جَآءَهُمْ كِتَابٌ مِّنْ عِندِ ٱللَّهِ مُصَدِّقٌ لِّمَا مَعَهُمْ وَكَانُواْ مِن قَبْلُ يَسْتَفْتِحُونَ عَلَى ٱلَّذِينَ كَفَرُواْ فَلَمَّا جَآءَهُمْ مَّا عَرَفُواْ كَفَرُواْ بِهِ فَلَعْنَةُ ٱللَّهِ عَلَى ٱلْكَافِرِينَ
The Cow,2,90,بِئْسَمَا ٱشْتَرَوْاْ بِهِ أَنْفُسَهُمْ أَن يَكْفُرُواْ بِمَآ أنَزَلَ ٱللَّهُ بَغْياً أَن يُنَزِّلُ ٱللَّهُ مِن فَضْلِهِ عَلَىٰ مَن يَشَآءُ مِنْ عِبَادِهِ فَبَآءُو بِغَضَبٍ عَلَىٰ غَضَبٍ وَلِلْكَافِرِينَ عَذَابٌ مُّهِينٌ
The Cow,2,91,وَإِذَا قِيلَ لَهُمْ آمِنُواْ بِمَا أَنْزَلَ اللَّهُ قَالُواْ نُؤْمِنُ بِمَآ أُنْزِلَ عَلَيْنَا وَيَكْفُرونَ بِمَا وَرَآءَهُ وَهُوَ ٱلْحَقُّ مُصَدِّقاً لِّمَا مَعَهُمْ قُلْ فَلِمَ تَقْتُلُونَ أَنْبِيَآءَ ٱللَّهِ مِن قَبْلُ إِن كُنْتُمْ مُّؤْمِنِينَ
The Cow,2,92,وَلَقَدْ جَآءَكُمْ مُّوسَىٰ بِٱلْبَيِّنَاتِ ثُمَّ ٱتَّخَذْتُمُ ٱلْعِجْلَ مِن بَعْدِهِ وَأَنْتُمْ ظَالِمُونَ
The Cow,2,93,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ ٱلطُّورَ خُذُواْ مَآ ءَاتَيْنَٰكُم بِقُوَّةٍ وَٱسْمَعُواْ قَالُواْ سَمِعْنَا وَعَصَيْنَا وَأُشْرِبُواْ فِي قُلُوبِهِمُ ٱلْعِجْلَ بِكُفْرِهِمْ قُلْ بِئْسَمَا يَأْمُرُكُمْ بِهِ إِيمَانُكُمْ إِنْ كُنْتُمْ مُّؤْمِنِينَ
The Cow,2,94,قُلْ إِن كَانَتْ لَكُمُ ٱلدَّارُ ٱلآخِرَةُ عِندَ ٱللَّهِ خَالِصَةً مِّن دُونِ ٱلنَّاسِ فَتَمَنَّوُاْ ٱلْمَوْتَ إِن كُنْتُمْ صَادِقِينَ
The Cow,2,95,وَلَنْ يَتَمَنَّوْهُ أَبَداً بِمَا قَدَّمَتْ أَيْدِيهِمْ وَٱللَّهُ عَلِيمٌ بِٱلظَّالِمينَ
The Cow,2,96,وَلَتَجِدَنَّهُمْ أَحْرَصَ ٱلنَّاسِ عَلَىٰ حَيَاةٍ وَمِنَ ٱلَّذِينَ أَشْرَكُواْ يَوَدُّ أَحَدُهُمْ لَوْ يُعَمَّرُ أَلْفَ سَنَةٍ وَمَا هُوَ بِمُزَحْزِحِهِ مِنَ ٱلْعَذَابِ أَن يُعَمَّرَ وَٱللَّهُ بَصِيرٌ بِمَا يَعْمَلُونَ
The Cow,2,97,قُلْ مَن كَانَ عَدُوّاً لِّجِبْرِيلَ فَإِنَّهُ نَزَّلَهُ عَلَىٰ قَلْبِكَ بِإِذْنِ ٱللَّهِ مُصَدِّقاً لِّمَا بَيْنَ يَدَيْهِ وَهُدًى وَبُشْرَىٰ لِلْمُؤْمِنِينَ
The Cow,2,98,مَن كَانَ عَدُوّاً للَّهِ وَمَلاۤئِكَتِهِ وَرُسُلِهِ وَجِبْرِيلَ وَمِيكَٰلَ فَإِنَّ ٱللَّهَ عَدُوٌّ لِّلْكَافِرِينَ
The Cow,2,99,وَلَقَدْ أَنْزَلْنَآ إِلَيْكَ آيَاتٍ بَيِّنَاتٍ وَمَا يَكْفُرُ بِهَآ إِلاَّ ٱلْفَاسِقُونَ
The Cow,2,100,أَوَكُلَّمَا عَاهَدُواْ عَهْداً نَّبَذَهُ فَرِيقٌ مِّنْهُم بَلْ أَكْثَرُهُمْ لاَ يُؤْمِنُونَ
The Cow,2,101,وَلَمَّآ جَآءَهُمْ رَسُولٌ مِّنْ عِندِ ٱللَّهِ مُصَدِّقٌ لِّمَا مَعَهُمْ نَبَذَ فَرِيقٌ مِّنَ ٱلَّذِينَ أُوتُواْ ٱلْكِتَٰبَ كِتَٰبَ ٱللَّهِ وَرَآءَ ظُهُورِهِمْ كَأَنَّهُمْ لاَ يَعْلَمُونَ
The Cow,2,102,وَٱتَّبَعُواْ مَا تَتْلُواْ ٱلشَّيَـٰطِينُ عَلَىٰ مُلْكِ سُلَيْمَـٰنَ وَمَا كَفَرَ سُلَيْمَـٰنُ وَلَـٰكِنَّ ٱلشَّيَـٰطِينَ كَفَرُواْ يُعَلِّمُونَ ٱلنَّاسَ ٱلسِّحْرَ وَمَآ أُنْزِلَ عَلَى ٱلْمَلَكَيْنِ بِبَابِلَ هَـٰرُوتَ وَمَـٰرُوتَ وَمَا يُعَلِّمَانِ مِنْ أَحَدٍ حَتَّىٰ يَقُولاَ إِنَّمَا نَحْنُ فِتْنَةٌ فَلاَ تَكْفُرْ فَيَتَعَلَّمُونَ مِنْهُمَا مَا يُفَرِّقُونَ بِهِ بَيْنَ ٱلْمَرْءِ وَزَوْجِهِ وَمَا هُم بِضَآرِّينَ بِهِ مِنْ أَحَدٍ إِلاَّ بِإِذْنِ ٱللَّهِ وَيَتَعَلَّمُونَ مَا يَضُرُّهُمْ وَلاَ يَنفَعُهُمْ وَلَقَدْ عَلِمُواْ لَمَنِ ٱشْتَرَاهُ مَا لَهُ فِي ٱلآخِرَةِ مِنْ خَلَٰـقٍ وَلَبِئْسَ مَا شَرَوْاْ بِهِ أَنْفُسَهُمْ لَوْ كَانُواْ يَعْلَمُونَ
The Cow,2,103,وَلَوْ أَنَّهُمْ آمَنُواْ وٱتَّقَوْا لَمَثُوبَةٌ مِّنْ عِندِ ٱللَّهِ خَيْرٌ لَّوْ كَانُواْ يَعْلَمُونَ
The Cow,2,104,يَٰأَيُّهَا ٱلَّذِينَ آمَنُواْ لاَ تَقُولُواْ رَاعِنَا وَقُولُواْ ٱنْظُرْنَا وَٱسْمَعُواْ وَلِلكَافِرِينَ عَذَابٌ أَلِيمٌ
The Cow,2,105,مَّا يَوَدُّ ٱلَّذِينَ كَفَرُواْ مِنْ أَهْلِ ٱلْكِتَابِ وَلاَ ٱلْمُشْرِكِينَ أَن يُنَزَّلَ عَلَيْكُمْ مِّنْ خَيْرٍ مِّن رَّبِّكُمْ وَٱللَّهُ يَخْتَصُّ بِرَحْمَتِهِ مَن يَشَآءُ وَٱللَّهُ ذُو ٱلْفَضْلِ ٱلْعَظِيمِ
The Cow,2,106,مَا نَنسَخْ مِنْ آيَةٍ أَوْ نُنسِهَا نَأْتِ بِخَيْرٍ مِّنْهَا أَوْ مِثْلِهَا أَلَمْ تَعْلَمْ أَنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ
The Cow,2,107,أَلَمْ تَعْلَمْ أَنَّ ٱللَّهَ لَهُ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَمَا لَكُمْ مِّن دُونِ ٱللَّهِ مِن وَلِيٍّ وَلاَ نَصِيرٍ
The Cow,2,108,أَمْ تُرِيدُونَ أَن تَسْأَلُواْ رَسُولَكُمْ كَمَا سُئِلَ مُوسَىٰ مِن قَبْلُ وَمَن يَتَبَدَّلِ ٱلْكُفْرَ بِٱلإِيمَانِ فَقَدْ ضَلَّ سَوَآءَ ٱلسَّبِيلِ
The Cow,2,109,وَدَّ كَثِيرٌ مِّنْ أَهْلِ ٱلْكِتَابِ لَوْ يَرُدُّونَكُم مِنْ بَعْدِ إِيمَانِكُمْ كُفَّاراً حَسَداً مِّنْ عِنْدِ أَنْفُسِهِمْ مِّن بَعْدِ مَا تَبَيَّنَ لَهُمُ ٱلْحَقُّ فَٱعْفُواْ وَٱصْفَحُواْ حَتَّىٰ يَأْتِيَ ٱللَّهُ بِأَمْرِهِ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ
The Cow,2,110,وَأَقِيمُواْ ٱلصَّلَٰوةَ وَآتُواْ ٱلزَّكَٰوةَ وَمَا تُقَدِّمُواْ لأَنْفُسِكُم مِّنْ خَيْرٍ تَجِدُوهُ عِندَ ٱللَّهِ إِنَّ ٱللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌ
The Cow,2,111,وَقَالُواْ لَن يَدْخُلَ ٱلْجَنَّةَ إِلاَّ مَن كَانَ هُوداً أَوْ نَصَارَىٰ تِلْكَ أَمَانِيُّهُمْ قُلْ هَاتُواْ بُرْهَانَكُمْ إِن كُنْتُمْ صَادِقِينَ
The Cow,2,112,بَلَىٰ مَنْ أَسْلَمَ وَجْهَهُ للَّهِ وَهُوَ مُحْسِنٌ فَلَهُ أَجْرُهُ عِندَ رَبِّهِ وَلاَ خَوْفٌ عَلَيْهِمْ وَلاَ هُمْ يَحْزَنُونَ
The Cow,2,113,وَقَالَتِ ٱلْيَهُودُ لَيْسَتِ ٱلنَّصَارَىٰ عَلَىٰ شَيْءٍ وَقَالَتِ ٱلنَّصَارَىٰ لَيْسَتِ ٱلْيَهُودُ عَلَىٰ شَيْءٍ وَهُمْ يَتْلُونَ ٱلْكِتَابَ كَذَلِكَ قَالَ ٱلَّذِينَ لاَ يَعْلَمُونَ مِثْلَ قَوْلِهِمْ فَٱللَّهُ يَحْكُمُ بَيْنَهُمْ يَوْمَ ٱلْقِيَامَةِ فِيمَا كَانُواْ فِيهِ يَخْتَلِفُونَ
The Cow,2,114,وَمَنْ أَظْلَمُ مِمَّنْ مَّنَعَ مَسَاجِدَ ٱللَّهِ أَن يُذْكَرَ فِيهَا ٱسْمُهُ وَسَعَىٰ فِي خَرَابِهَآ أُوْلَـٰئِكَ مَا كَانَ لَهُمْ أَن يَدْخُلُوهَآ إِلاَّ خَآئِفِينَ لَّهُمْ فِي ٱلدُّنْيَا خِزْيٌ وَلَهُمْ فِي ٱلآخِرَةِ عَذَابٌ عَظِيمٌ
The Cow,2,115,وَللَّهِ ٱلْمَشْرِقُ وَٱلْمَغْرِبُ فَأَيْنَمَا تُوَلُّواْ فَثَمَّ وَجْهُ ٱللَّهِ إِنَّ ٱللَّهَ وَاسِعٌ عَلِيمٌ
The Cow,2,116,وَقَالُواْ ٱتَّخَذَ ٱللَّهُ وَلَداً سُبْحَـٰنَهُ بَل لَّهُ مَا فِي ٱلسَّمَـٰوَٰتِ وَٱلأَرْضِ كُلٌّ لَّهُ قَانِتُونَ
The Cow,2,117,بَدِيعُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَإِذَا قَضَىٰ أَمْراً فَإِنَّمَا يَقُولُ لَهُ كُنْ فَيَكُونُ
The Cow,2,118,وَقَالَ ٱلَّذِينَ لاَ يَعْلَمُونَ لَوْلاَ يُكَلِّمُنَا ٱللَّهُ أَوْ تَأْتِينَآ آيَةٌ كَذَلِكَ قَالَ ٱلَّذِينَ مِن قَبْلِهِمْ مِّثْلَ قَوْلِهِمْ تَشَابَهَتْ قُلُوبُهُمْ قَدْ بَيَّنَّا ٱلآيَاتِ لِقَوْمٍ يُوقِنُونَ
The Cow,2,119,إِنَّا أَرْسَلْنَاكَ بِٱلْحَقِّ بَشِيراً وَنَذِيراً وَلاَ تُسْأَلُ عَنْ أَصْحَابِ ٱلْجَحِيمِ
The Cow,2,120,وَلَنْ تَرْضَىٰ عَنكَ ٱلْيَهُودُ وَلاَ ٱلنَّصَارَىٰ حَتَّىٰ تَتَّبِعَ مِلَّتَهُمْ قُلْ إِنَّ هُدَى ٱللَّهِ هُوَ ٱلْهُدَىٰ وَلَئِنِ ٱتَّبَعْتَ أَهْوَآءَهُمْ بَعْدَ ٱلَّذِي جَآءَكَ مِنَ ٱلْعِلْمِ مَا لَكَ مِنَ ٱللَّهِ مِن وَلِيٍّ وَلاَ نَصِيرٍ
The Cow,2,121,ٱلَّذِينَ آتَيْنَاهُمُ ٱلْكِتَـٰبَ يَتْلُونَهُ حَقَّ تِلاَوَتِهِ أُوْلَـٰئِكَ يُؤْمِنُونَ بِهِ وَمن يَكْفُرْ بِهِ فَأُوْلَـٰئِكَ هُمُ ٱلْخَٰسِرُونَ
The Cow,2,122,يَابَنِي إِسْرَائِيلَ ٱذْكُرُواْ نِعْمَتِيَ ٱلَّتِيۤ أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى ٱلْعَالَمِينَ
The Cow,2,123,وَٱتَّقُواْ يَوْماً لاَّ تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئاً وَلاَ يُقْبَلُ مِنْهَا عَدْلٌ وَلاَ تَنفَعُهَا شَفَاعَةٌ وَلاَ هُمْ يُنصَرُونَ
The Cow,2,124,وَإِذِ ٱبْتَلَىٰ إِبْرَاهِيمَ رَبُّهُ بِكَلِمَاتٍ فَأَتَمَّهُنَّ قَالَ إِنِّي جَاعِلُكَ لِلنَّاسِ إِمَاماً قَالَ وَمِن ذُرِّيَّتِي قَالَ لاَ يَنَالُ عَهْدِي ٱلظَّالِمِينَ
The Cow,2,125,وَإِذْ جَعَلْنَا ٱلْبَيْتَ مَثَابَةً لِّلنَّاسِ وَأَمْناً وَٱتَّخِذُواْ مِن مَّقَامِ إِبْرَاهِيمَ مُصَلًّى وَعَهِدْنَآ إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ أَن طَهِّرَا بَيْتِيَ لِلطَّائِفِينَ وَٱلْعَاكِفِينَ وَٱلرُّكَّعِ ٱلسُّجُودِ
The Cow,2,126,وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ ٱجْعَلْ هَـٰذَا بَلَداً آمِناً وَٱرْزُقْ أَهْلَهُ مِنَ ٱلثَّمَرَاتِ مَنْ آمَنَ مِنْهُمْ بِٱللَّهِ وَٱلْيَوْمِ ٱلآخِرِ قَالَ وَمَن كَفَرَ فَأُمَتِّعُهُ قَلِيلاً ثُمَّ أَضْطَرُّهُ إِلَىٰ عَذَابِ ٱلنَّارِ وَبِئْسَ ٱلْمَصِيرُ
The Cow,2,127,وَإِذْ يَرْفَعُ إِبْرَٰهِيمُ ٱلْقَوَاعِدَ مِنَ ٱلْبَيْتِ وَإِسْمَٰعِيلُ رَبَّنَا تَقَبَّلْ مِنَّآ إِنَّكَ أَنتَ ٱلسَّمِيعُ ٱلْعَلِيمُ
The Cow,2,128,رَبَّنَا وَٱجْعَلْنَا مُسْلِمَيْنِ لَكَ وَمِن ذُرِّيَّتِنَآ أُمَّةً مُّسْلِمَةً لَّكَ وَأَرِنَا مَنَاسِكَنَا وَتُبْ عَلَيْنَآ إِنَّكَ أَنتَ ٱلتَّوَّابُ ٱلرَّحِيمُ
The Cow,2,129,رَبَّنَا وَٱبْعَثْ فِيهِمْ رَسُولاً مِّنْهُمْ يَتْلُواْ عَلَيْهِمْ آيَٰتِكَ وَيُعَلِّمُهُمُ ٱلْكِتَٰبَ وَٱلْحِكْمَةَ وَيُزَكِّيهِمْ إِنَّكَ أَنتَ ٱلعَزِيزُ ٱلحَكِيمُ
The Cow,2,130,وَمَن يَرْغَبُ عَن مِّلَّةِ إِبْرَاهِيمَ إِلاَّ مَن سَفِهَ نَفْسَهُ وَلَقَدِ ٱصْطَفَيْنَاهُ فِي ٱلدُّنْيَا وَإِنَّهُ فِي ٱلآخِرَةِ لَمِنَ ٱلصَّالِحِينَ
The Cow,2,131,إِذْ قَالَ لَهُ رَبُّهُ أَسْلِمْ قَالَ أَسْلَمْتُ لِرَبِّ ٱلْعَالَمِينَ
The Cow,2,132,وَوَصَّىٰ بِهَآ إِبْرَاهِيمُ بَنِيهِ وَيَعْقُوبُ يَابَنِيَّ إِنَّ ٱللَّهَ ٱصْطَفَىٰ لَكُمُ ٱلدِّينَ فَلاَ تَمُوتُنَّ إِلاَّ وَأَنْتُم مُّسْلِمُونَ
The Cow,2,133,أَمْ كُنتُمْ شُهَدَآءَ إِذْ حَضَرَ يَعْقُوبَ ٱلْمَوْتُ إِذْ قَالَ لِبَنِيهِ مَا تَعْبُدُونَ مِن بَعْدِي قَالُواْ نَعْبُدُ إِلَـٰهَكَ وَإِلَـٰهَ آبَائِكَ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ إِلَـٰهاً وَاحِداً وَنَحْنُ لَهُ مُسْلِمُونَ
The Cow,2,134,تِلْكَ أُمَّةٌ قَدْ خَلَتْ لَهَا مَا كَسَبَتْ وَلَكُمْ مَّا كَسَبْتُمْ وَلاَ تُسْأَلُونَ عَمَّا كَانُوا يَعْمَلُونَ
The Cow,2,135,وَقَالُواْ كُونُواْ هُوداً أَوْ نَصَارَىٰ تَهْتَدُواْ قُلْ بَلْ مِلَّةَ إِبْرَاهِيمَ حَنِيفاً وَمَا كَانَ مِنَ ٱلْمُشْرِكِينَ
The Cow,2,136,قُولُوۤاْ آمَنَّا بِٱللَّهِ وَمَآ أُنْزِلَ إِلَيْنَا وَمَآ أُنزِلَ إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ وَٱلأَسْبَاطِ وَمَآ أُوتِيَ مُوسَىٰ وَعِيسَىٰ وَمَا أُوتِيَ ٱلنَّبِيُّونَ مِن رَّبِّهِمْ لاَ نُفَرِّقُ بَيْنَ أَحَدٍ مِّنْهُمْ وَنَحْنُ لَهُ مُسْلِمُونَ
The Cow,2,137,فَإِنْ آمَنُواْ بِمِثْلِ مَآ آمَنْتُمْ بِهِ فَقَدِ ٱهْتَدَواْ وَّإِن تَوَلَّوْاْ فَإِنَّمَا هُمْ فِي شِقَاقٍ فَسَيَكْفِيكَهُمُ ٱللَّهُ وَهُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ
The Cow,2,138,صِبْغَةَ ٱللَّهِ وَمَنْ أَحْسَنُ مِنَ ٱللَّهِ صِبْغَةً وَنَحْنُ لَهُ عَابِدونَ
The Cow,2,139,قُلْ أَتُحَآجُّونَنَا فِي اللَّهِ وَهُوَ رَبُّنَا وَرَبُّكُمْ وَلَنَآ أَعْمَالُنَا وَلَكُمْ أَعْمَالُكُمْ وَنَحْنُ لَهُ مُخْلِصُونَ
The Cow,2,140,أَمْ تَقُولُونَ إِنَّ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَـاقَ وَيَعْقُوبَ وَالأَسْبَاطَ كَانُواْ هُوداً أَوْ نَصَارَىٰ قُلْ أَأَنْتُمْ أَعْلَمُ أَمِ ٱللَّهُ وَمَنْ أَظْلَمُ مِمَّنْ كَتَمَ شَهَادَةً عِندَهُ مِنَ ٱللَّهِ وَمَا ٱللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ
The Cow,2,141,تِلْكَ أُمَّةٌ قَدْ خَلَتْ لَهَا مَا كَسَبَتْ وَلَكُمْ مَّا كَسَبْتُمْ وَلاَ تُسْأَلُونَ عَمَّا كَانُواْ يَعْمَلُونَ
The Cow,2,142,سَيَقُولُ ٱلسُّفَهَآءُ مِنَ ٱلنَّاسِ مَا وَلَّٰهُمْ عَن قِبْلَتِهِمُ ٱلَّتِي كَانُواْ عَلَيْهَا قُل للَّهِ ٱلْمَشْرِقُ وَٱلْمَغْرِبُ يَهْدِي مَن يَشَآءُ إِلَىٰ صِرَاطٍ مُّسْتَقِيمٍ
